"$100 Value","MSA","County","State"
"$ 104.26","Gainesville, FL (Metropolitan Statistical Area)","Levy","FL"
"$ 104.28","Dover, DE (Metropolitan Statistical Area)","Kent","DE"
"$ 104.34","Provo-Orem, UT (Metropolitan Statistical Area)","Juab","UT"
"$ 104.34","Provo-Orem, UT (Metropolitan Statistical Area)","Utah","UT"
"$ 104.36","Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)","Escambia","FL"
"$ 104.36","Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)","Santa Rosa","FL"
"$ 104.43","State College, PA (Metropolitan Statistical Area)","Centre","PA"
"$ 104.50","El Centro, CA (Metropolitan Statistical Area)","Imperial","CA"
"$ 104.54","Glens Falls, NY (Metropolitan Statistical Area)","Warren","NY"
"$ 104.54","Glens Falls, NY (Metropolitan Statistical Area)","Washington","NY"
"$ 104.58","Gettysburg, PA (Metropolitan Statistical Area)","Adams","PA"
"$ 104.59","Milwaukee-Waukesha, WI (Metropolitan Statistical Area)","Milwaukee","WI"
"$ 104.59","Milwaukee-Waukesha, WI (Metropolitan Statistical Area)","Ozaukee","WI"
"$ 104.59","Milwaukee-Waukesha, WI (Metropolitan Statistical Area)","Washington","WI"
"$ 104.59","Milwaukee-Waukesha, WI (Metropolitan Statistical Area)","Waukesha","WI"
"$ 104.65","Flagstaff, AZ (Metropolitan Statistical Area)","Coconino","AZ"
"$ 104.66","Morgantown, WV (Metropolitan Statistical Area)","Monongalia","WV"
"$ 104.66","Morgantown, WV (Metropolitan Statistical Area)","Preston","WV"
"$ 104.66","Greeley, CO (Metropolitan Statistical Area)","Weld","CO"
"$ 104.66","Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)","Clark","NV"
"$ 104.68","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)","Cannon","TN"
"$ 104.68","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)","Cheatham","TN"
"$ 104.68","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)","Davidson","TN"
"$ 104.68","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)","Dickson","TN"
"$ 104.68","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)","Macon","TN"
"$ 104.68","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)","Maury","TN"
"$ 104.68","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)","Robertson","TN"
"$ 104.68","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)","Rutherford","TN"
"$ 104.68","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)","Smith","TN"
"$ 104.68","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)","Sumner","TN"
"$ 104.68","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)","Trousdale","TN"
"$ 104.68","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)","Williamson","TN"
"$ 104.68","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)","Wilson","TN"
"$ 104.80","Savannah, GA (Metropolitan Statistical Area)","Bryan","GA"
"$ 104.80","Savannah, GA (Metropolitan Statistical Area)","Chatham","GA"
"$ 104.80","Savannah, GA (Metropolitan Statistical Area)","Effingham","GA"
"$ 104.98","Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)","Washington","MD"
"$ 104.98","Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)","Berkeley","WV"
"$ 104.98","Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)","Morgan","WV"
"$ 105.07","Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)","Franklin","PA"
"$ 105.09","Pittsburgh, PA (Metropolitan Statistical Area)","Allegheny","PA"
"$ 105.09","Pittsburgh, PA (Metropolitan Statistical Area)","Armstrong","PA"
"$ 105.09","Pittsburgh, PA (Metropolitan Statistical Area)","Beaver","PA"
"$ 105.09","Pittsburgh, PA (Metropolitan Statistical Area)","Butler","PA"
"$ 105.09","Pittsburgh, PA (Metropolitan Statistical Area)","Fayette","PA"
"$ 105.09","Pittsburgh, PA (Metropolitan Statistical Area)","Washington","PA"
"$ 105.09","Pittsburgh, PA (Metropolitan Statistical Area)","Westmoreland","PA"
"$ 105.13","College Station-Bryan, TX (Metropolitan Statistical Area)","Brazos","TX"
"$ 105.13","College Station-Bryan, TX (Metropolitan Statistical Area)","Burleson","TX"
"$ 105.13","College Station-Bryan, TX (Metropolitan Statistical Area)","Robertson","TX"
"$ 105.14","Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)","Erie","NY"
"$ 105.14","Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)","Niagara","NY"
"$ 105.23","Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","Boone","IN"
"$ 105.23","Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","Brown","IN"
"$ 105.23","Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","Hamilton","IN"
"$ 105.23","Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","Hancock","IN"
"$ 105.23","Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","Hendricks","IN"
"$ 105.23","Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","Johnson","IN"
"$ 105.23","Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","Madison","IN"
"$ 105.23","Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","Marion","IN"
"$ 105.23","Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","Morgan","IN"
"$ 105.23","Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","Putnam","IN"
"$ 105.23","Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","Shelby","IN"
"$ 105.24","Columbus, OH (Metropolitan Statistical Area)","Delaware","OH"
"$ 105.24","Columbus, OH (Metropolitan Statistical Area)","Fairfield","OH"
"$ 105.24","Columbus, OH (Metropolitan Statistical Area)","Franklin","OH"
"$ 105.24","Columbus, OH (Metropolitan Statistical Area)","Hocking","OH"
"$ 105.24","Columbus, OH (Metropolitan Statistical Area)","Licking","OH"
"$ 105.24","Columbus, OH (Metropolitan Statistical Area)","Madison","OH"
"$ 105.24","Columbus, OH (Metropolitan Statistical Area)","Morrow","OH"
"$ 105.24","Columbus, OH (Metropolitan Statistical Area)","Perry","OH"
"$ 105.24","Columbus, OH (Metropolitan Statistical Area)","Pickaway","OH"
"$ 105.24","Columbus, OH (Metropolitan Statistical Area)","Union","OH"
"$ 105.29","Tallahassee, FL (Metropolitan Statistical Area)","Gadsden","FL"
"$ 105.29","Tallahassee, FL (Metropolitan Statistical Area)","Jefferson","FL"
"$ 105.29","Tallahassee, FL (Metropolitan Statistical Area)","Leon","FL"
"$ 105.29","Tallahassee, FL (Metropolitan Statistical Area)","Wakulla","FL"
"$ 105.34","Elmira, NY (Metropolitan Statistical Area)","Chemung","NY"
"$ 105.37","La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)","Houston","MN"
"$ 105.37","La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)","La Crosse","WI"
"$ 105.47","Corpus Christi, TX (Metropolitan Statistical Area)","Nueces","TX"
"$ 105.47","Corpus Christi, TX (Metropolitan Statistical Area)","San Patricio","TX"
"$ 105.50","Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)","Brunswick","NC"
"$ 105.50","Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)","Horry","SC"
"$ 105.52","Tyler, TX (Metropolitan Statistical Area)","Smith","TX"
"$ 105.57","Missoula, MT (Metropolitan Statistical Area)","Missoula","MT"
"$ 105.60","Asheville, NC (Metropolitan Statistical Area)","Buncombe","NC"
"$ 105.60","Asheville, NC (Metropolitan Statistical Area)","Haywood","NC"
"$ 105.60","Asheville, NC (Metropolitan Statistical Area)","Henderson","NC"
"$ 105.60","Asheville, NC (Metropolitan Statistical Area)","Madison","NC"
"$ 105.61","Waco, TX (Metropolitan Statistical Area)","Falls","TX"
"$ 105.61","Waco, TX (Metropolitan Statistical Area)","McLennan","TX"
"$ 105.69","Binghamton, NY (Metropolitan Statistical Area)","Broome","NY"
"$ 105.69","Binghamton, NY (Metropolitan Statistical Area)","Tioga","NY"
"$ 105.78","Ocean City, NJ (Metropolitan Statistical Area)","Cape May","NJ"
"$ 105.91","New Orleans-Metairie, LA (Metropolitan Statistical Area)","Jefferson","LA"
"$ 105.91","New Orleans-Metairie, LA (Metropolitan Statistical Area)","Orleans","LA"
"$ 105.91","New Orleans-Metairie, LA (Metropolitan Statistical Area)","Plaquemines","LA"
"$ 105.91","New Orleans-Metairie, LA (Metropolitan Statistical Area)","St. Bernard","LA"
"$ 105.91","New Orleans-Metairie, LA (Metropolitan Statistical Area)","St. Charles","LA"
"$ 105.91","New Orleans-Metairie, LA (Metropolitan Statistical Area)","St. James","LA"
"$ 105.91","New Orleans-Metairie, LA (Metropolitan Statistical Area)","St. John the Baptist","LA"
"$ 105.91","New Orleans-Metairie, LA (Metropolitan Statistical Area)","St. Tammany","LA"
"$ 105.92","Athens-Clarke County, GA (Metropolitan Statistical Area)","Clarke","GA"
"$ 105.92","Athens-Clarke County, GA (Metropolitan Statistical Area)","Madison","GA"
"$ 105.92","Athens-Clarke County, GA (Metropolitan Statistical Area)","Oconee","GA"
"$ 105.92","Athens-Clarke County, GA (Metropolitan Statistical Area)","Oglethorpe","GA"
"$ 106.00","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","Dearborn","IN"
"$ 106.00","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","Franklin","IN"
"$ 106.00","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","Ohio","IN"
"$ 106.00","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","Union","IN"
"$ 106.00","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","Boone","KY"
"$ 106.00","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","Bracken","KY"
"$ 106.00","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","Campbell","KY"
"$ 106.00","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","Gallatin","KY"
"$ 106.00","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","Grant","KY"
"$ 106.00","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","Kenton","KY"
"$ 106.00","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","Pendleton","KY"
"$ 106.00","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","Brown","OH"
"$ 106.00","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","Butler","OH"
"$ 106.00","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","Clermont","OH"
"$ 106.00","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","Hamilton","OH"
"$ 106.00","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","Warren","OH"
"$ 106.11","NonMetropolitan Area","Alamosa","CO"
"$ 106.11","NonMetropolitan Area","Archuleta","CO"
"$ 106.11","NonMetropolitan Area","Baca","CO"
"$ 106.11","NonMetropolitan Area","Bent","CO"
"$ 106.11","NonMetropolitan Area","Chaffee","CO"
"$ 106.11","NonMetropolitan Area","Cheyenne","CO"
"$ 106.11","NonMetropolitan Area","Conejos","CO"
"$ 106.11","NonMetropolitan Area","Costilla","CO"
"$ 106.11","NonMetropolitan Area","Crowley","CO"
"$ 106.11","NonMetropolitan Area","Custer","CO"
"$ 106.11","NonMetropolitan Area","Delta","CO"
"$ 106.11","NonMetropolitan Area","Dolores","CO"
"$ 106.11","NonMetropolitan Area","Eagle","CO"
"$ 106.11","NonMetropolitan Area","Fremont","CO"
"$ 106.11","NonMetropolitan Area","Garfield","CO"
"$ 106.11","NonMetropolitan Area","Grand","CO"
"$ 106.11","NonMetropolitan Area","Gunnison","CO"
"$ 106.11","NonMetropolitan Area","Hinsdale","CO"
"$ 106.11","NonMetropolitan Area","Huerfano","CO"
"$ 106.11","NonMetropolitan Area","Jackson","CO"
"$ 106.11","NonMetropolitan Area","Kiowa","CO"
"$ 106.11","NonMetropolitan Area","Kit","CO"
"$ 106.11","NonMetropolitan Area","Lake","CO"
"$ 106.11","NonMetropolitan Area","La","CO"
"$ 106.11","NonMetropolitan Area","Las","CO"
"$ 106.11","NonMetropolitan Area","Lincoln","CO"
"$ 106.11","NonMetropolitan Area","Logan","CO"
"$ 106.11","NonMetropolitan Area","Mineral","CO"
"$ 106.11","NonMetropolitan Area","Moffat","CO"
"$ 106.11","NonMetropolitan Area","Montezuma","CO"
"$ 106.11","NonMetropolitan Area","Montrose","CO"
"$ 106.11","NonMetropolitan Area","Morgan","CO"
"$ 106.11","NonMetropolitan Area","Otero","CO"
"$ 106.11","NonMetropolitan Area","Ouray","CO"
"$ 106.11","NonMetropolitan Area","Phillips","CO"
"$ 106.11","NonMetropolitan Area","Pitkin","CO"
"$ 106.11","NonMetropolitan Area","Prowers","CO"
"$ 106.11","NonMetropolitan Area","Rio","CO"
"$ 106.11","NonMetropolitan Area","Rio","CO"
"$ 106.11","NonMetropolitan Area","Routt","CO"
"$ 106.11","NonMetropolitan Area","Saguache","CO"
"$ 106.11","NonMetropolitan Area","San","CO"
"$ 106.11","NonMetropolitan Area","San","CO"
"$ 106.11","NonMetropolitan Area","Sedgwick","CO"
"$ 106.11","NonMetropolitan Area","Summit","CO"
"$ 106.11","NonMetropolitan Area","Washington","CO"
"$ 106.11","NonMetropolitan Area","Yuma","CO"
"$ 106.11","Bismarck, ND (Metropolitan Statistical Area)","Burleigh","ND"
"$ 106.11","Bismarck, ND (Metropolitan Statistical Area)","Morton","ND"
"$ 106.11","Bismarck, ND (Metropolitan Statistical Area)","Oliver","ND"
"$ 106.15","Cleveland-Elyria, OH (Metropolitan Statistical Area)","Cuyahoga","OH"
"$ 106.15","Cleveland-Elyria, OH (Metropolitan Statistical Area)","Geauga","OH"
"$ 106.15","Cleveland-Elyria, OH (Metropolitan Statistical Area)","Lake","OH"
"$ 106.15","Cleveland-Elyria, OH (Metropolitan Statistical Area)","Lorain","OH"
"$ 106.15","Cleveland-Elyria, OH (Metropolitan Statistical Area)","Medina","OH"
"$ 106.20","St. George, UT (Metropolitan Statistical Area)","Washington","UT"
"$ 106.21","Carson City, NV (Metropolitan Statistical Area)","Carson City (Independent City)","NV"
"$ 106.25","Bloomington, IN (Metropolitan Statistical Area)","Monroe","IN"
"$ 106.25","Bloomington, IN (Metropolitan Statistical Area)","Owen","IN"
"$ 106.30","Lansing-East Lansing, MI (Metropolitan Statistical Area)","Clinton","MI"
"$ 106.30","Lansing-East Lansing, MI (Metropolitan Statistical Area)","Eaton","MI"
"$ 106.30","Lansing-East Lansing, MI (Metropolitan Statistical Area)","Ingham","MI"
"$ 106.30","Lansing-East Lansing, MI (Metropolitan Statistical Area)","Shiawassee","MI"
"$ 106.30","Harrisonburg, VA (Metropolitan Statistical Area)","Rockingham + Harrisonburg","VA"
"$ 106.34","Gainesville, GA (Metropolitan Statistical Area)","Hall","GA"
"$ 106.37","Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)","Yavapai","AZ"
"$ 106.39","Lewiston-Auburn, ME (Metropolitan Statistical Area)","Androscoggin","ME"
"$ 106.43","Watertown-Fort Drum, NY (Metropolitan Statistical Area)","Jefferson","NY"
"$ 106.43","Salisbury, MD-DE (Metropolitan Statistical Area)","Sussex","DE"
"$ 106.43","Salisbury, MD-DE (Metropolitan Statistical Area)","Somerset","MD"
"$ 106.43","Salisbury, MD-DE (Metropolitan Statistical Area)","Wicomico","MD"
"$ 106.43","Salisbury, MD-DE (Metropolitan Statistical Area)","Worcester","MD"
"$ 106.43","Ocala, FL (Metropolitan Statistical Area)","Marion","FL"
"$ 106.44","Lubbock, TX (Metropolitan Statistical Area)","Crosby","TX"
"$ 106.44","Lubbock, TX (Metropolitan Statistical Area)","Lubbock","TX"
"$ 106.44","Lubbock, TX (Metropolitan Statistical Area)","Lynn","TX"
"$ 106.55","Boise City, ID (Metropolitan Statistical Area)","Ada","ID"
"$ 106.55","Boise City, ID (Metropolitan Statistical Area)","Boise","ID"
"$ 106.55","Boise City, ID (Metropolitan Statistical Area)","Canyon","ID"
"$ 106.55","Boise City, ID (Metropolitan Statistical Area)","Gem","ID"
"$ 106.55","Boise City, ID (Metropolitan Statistical Area)","Owyhee","ID"
"$ 106.58","Homosassa Springs, FL (Metropolitan Statistical Area)","Citrus","FL"
"$ 106.61","Jackson, MI (Metropolitan Statistical Area)","Jackson","MI"
"$ 106.62","Amarillo, TX (Metropolitan Statistical Area)","Armstrong","TX"
"$ 106.62","Amarillo, TX (Metropolitan Statistical Area)","Carson","TX"
"$ 106.62","Amarillo, TX (Metropolitan Statistical Area)","Oldham","TX"
"$ 106.62","Amarillo, TX (Metropolitan Statistical Area)","Potter","TX"
"$ 106.62","Amarillo, TX (Metropolitan Statistical Area)","Randall","TX"
"$ 106.62","Roanoke, VA (Metropolitan Statistical Area)","Botetourt","VA"
"$ 106.62","Roanoke, VA (Metropolitan Statistical Area)","Craig","VA"
"$ 106.62","Roanoke, VA (Metropolitan Statistical Area)","Franklin","VA"
"$ 106.62","Roanoke, VA (Metropolitan Statistical Area)","Roanoke + Salem","VA"
"$ 106.62","Roanoke, VA (Metropolitan Statistical Area)","Roanoke (Independent City)","VA"
"$ 106.65","Coeur d'Alene, ID (Metropolitan Statistical Area)","Kootenai","ID"
"$ 106.69","Akron, OH (Metropolitan Statistical Area)","Portage","OH"
"$ 106.69","Akron, OH (Metropolitan Statistical Area)","Summit","OH"
"$ 106.77","Kansas City, MO-KS (Metropolitan Statistical Area)","Johnson","KS"
"$ 106.77","Kansas City, MO-KS (Metropolitan Statistical Area)","Leavenworth","KS"
"$ 106.77","Kansas City, MO-KS (Metropolitan Statistical Area)","Linn","KS"
"$ 106.77","Kansas City, MO-KS (Metropolitan Statistical Area)","Miami","KS"
"$ 106.77","Kansas City, MO-KS (Metropolitan Statistical Area)","Wyandotte","KS"
"$ 106.77","Kansas City, MO-KS (Metropolitan Statistical Area)","Bates","MO"
"$ 106.77","Kansas City, MO-KS (Metropolitan Statistical Area)","Caldwell","MO"
"$ 106.77","Kansas City, MO-KS (Metropolitan Statistical Area)","Cass","MO"
"$ 106.77","Kansas City, MO-KS (Metropolitan Statistical Area)","Clay","MO"
"$ 106.77","Kansas City, MO-KS (Metropolitan Statistical Area)","Clinton","MO"
"$ 106.77","Kansas City, MO-KS (Metropolitan Statistical Area)","Jackson","MO"
"$ 106.77","Kansas City, MO-KS (Metropolitan Statistical Area)","Lafayette","MO"
"$ 106.77","Kansas City, MO-KS (Metropolitan Statistical Area)","Platte","MO"
"$ 106.77","Kansas City, MO-KS (Metropolitan Statistical Area)","Ray","MO"
"$ 106.79","Ogden-Clearfield, UT (Metropolitan Statistical Area)","Box Elder","UT"
"$ 106.79","Ogden-Clearfield, UT (Metropolitan Statistical Area)","Davis","UT"
"$ 106.79","Ogden-Clearfield, UT (Metropolitan Statistical Area)","Morgan","UT"
"$ 106.79","Ogden-Clearfield, UT (Metropolitan Statistical Area)","Weber","UT"
"$ 106.79","Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)","Harrison","IA"
"$ 106.79","Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)","Mills","IA"
"$ 106.79","Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)","Pottawattamie","IA"
"$ 106.79","Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)","Cass","NE"
"$ 106.79","Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)","Douglas","NE"
"$ 106.79","Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)","Sarpy","NE"
"$ 106.79","Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)","Saunders","NE"
"$ 106.79","Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)","Washington","NE"
"$ 106.86","Hinesville, GA (Metropolitan Statistical Area)","Liberty","GA"
"$ 106.86","Hinesville, GA (Metropolitan Statistical Area)","Long","GA"
"$ 106.88","Killeen-Temple, TX (Metropolitan Statistical Area)","Bell","TX"
"$ 106.88","Killeen-Temple, TX (Metropolitan Statistical Area)","Coryell","TX"
"$ 106.88","Killeen-Temple, TX (Metropolitan Statistical Area)","Lampasas","TX"
"$ 106.93","Champaign-Urbana, IL (Metropolitan Statistical Area)","Champaign","IL"
"$ 106.93","Champaign-Urbana, IL (Metropolitan Statistical Area)","Piatt","IL"
"$ 106.94","Greenville-Anderson, SC (Metropolitan Statistical Area)","Anderson","SC"
"$ 106.94","Greenville-Anderson, SC (Metropolitan Statistical Area)","Greenville","SC"
"$ 106.94","Greenville-Anderson, SC (Metropolitan Statistical Area)","Laurens","SC"
"$ 106.94","Greenville-Anderson, SC (Metropolitan Statistical Area)","Pickens","SC"
"$ 107.00","Appleton, WI (Metropolitan Statistical Area)","Calumet","WI"
"$ 107.00","Appleton, WI (Metropolitan Statistical Area)","Outagamie","WI"
"$ 107.04","Rockford, IL (Metropolitan Statistical Area)","Boone","IL"
"$ 107.04","Rockford, IL (Metropolitan Statistical Area)","Winnebago","IL"
"$ 107.08","Santa Fe, NM (Metropolitan Statistical Area)","Santa Fe","NM"
"$ 107.11","Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)","Lackawanna","PA"
"$ 107.11","Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)","Luzerne","PA"
"$ 107.11","Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)","Wyoming","PA"
"$ 107.15","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)","Dallas","IA"
"$ 107.15","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)","Guthrie","IA"
"$ 107.15","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)","Jasper","IA"
"$ 107.15","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)","Madison","IA"
"$ 107.15","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)","Polk","IA"
"$ 107.15","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)","Warren","IA"
"$ 107.16","Columbia, SC (Metropolitan Statistical Area)","Calhoun","SC"
"$ 107.16","Columbia, SC (Metropolitan Statistical Area)","Fairfield","SC"
"$ 107.16","Columbia, SC (Metropolitan Statistical Area)","Kershaw","SC"
"$ 107.16","Columbia, SC (Metropolitan Statistical Area)","Lexington","SC"
"$ 107.16","Columbia, SC (Metropolitan Statistical Area)","Richland","SC"
"$ 107.16","Columbia, SC (Metropolitan Statistical Area)","Saluda","SC"
"$ 107.17","Beaumont-Port Arthur, TX (Metropolitan Statistical Area)","Hardin","TX"
"$ 107.17","Beaumont-Port Arthur, TX (Metropolitan Statistical Area)","Jefferson","TX"
"$ 107.17","Beaumont-Port Arthur, TX (Metropolitan Statistical Area)","Orange","TX"
"$ 107.18","Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)","Benton","AR"
"$ 107.18","Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)","Madison","AR"
"$ 107.18","Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)","Washington","AR"
"$ 107.18","Sheboygan, WI (Metropolitan Statistical Area)","Sheboygan","WI"
"$ 107.26","Kalamazoo-Portage, MI (Metropolitan Statistical Area)","Kalamazoo","MI"
"$ 107.30","NonMetropolitan Area","Bradford","FL"
"$ 107.30","NonMetropolitan Area","Calhoun","FL"
"$ 107.30","NonMetropolitan Area","Columbia","FL"
"$ 107.30","NonMetropolitan Area","DeSoto","FL"
"$ 107.30","NonMetropolitan Area","Dixie","FL"
"$ 107.30","NonMetropolitan Area","Franklin","FL"
"$ 107.30","NonMetropolitan Area","Glades","FL"
"$ 107.30","NonMetropolitan Area","Gulf","FL"
"$ 107.30","NonMetropolitan Area","Hamilton","FL"
"$ 107.30","NonMetropolitan Area","Hardee","FL"
"$ 107.30","NonMetropolitan Area","Hendry","FL"
"$ 107.30","NonMetropolitan Area","Holmes","FL"
"$ 107.30","NonMetropolitan Area","Jackson","FL"
"$ 107.30","NonMetropolitan Area","Lafayette","FL"
"$ 107.30","NonMetropolitan Area","Liberty","FL"
"$ 107.30","NonMetropolitan Area","Madison","FL"
"$ 107.30","NonMetropolitan Area","Monroe","FL"
"$ 107.30","NonMetropolitan Area","Okeechobee","FL"
"$ 107.30","NonMetropolitan Area","Putnam","FL"
"$ 107.30","NonMetropolitan Area","Suwannee","FL"
"$ 107.30","NonMetropolitan Area","Taylor","FL"
"$ 107.30","NonMetropolitan Area","Union","FL"
"$ 107.30","NonMetropolitan Area","Washington","FL"
"$ 107.31","Baton Rouge, LA (Metropolitan Statistical Area)","Ascension","LA"
"$ 107.31","Baton Rouge, LA (Metropolitan Statistical Area)","Assumption","LA"
"$ 107.31","Baton Rouge, LA (Metropolitan Statistical Area)","East Baton Rouge","LA"
"$ 107.31","Baton Rouge, LA (Metropolitan Statistical Area)","East Feliciana","LA"
"$ 107.31","Baton Rouge, LA (Metropolitan Statistical Area)","Iberville","LA"
"$ 107.31","Baton Rouge, LA (Metropolitan Statistical Area)","Livingston","LA"
"$ 107.31","Baton Rouge, LA (Metropolitan Statistical Area)","Pointe Coupee","LA"
"$ 107.31","Baton Rouge, LA (Metropolitan Statistical Area)","St. Helena","LA"
"$ 107.31","Baton Rouge, LA (Metropolitan Statistical Area)","West Baton Rouge","LA"
"$ 107.31","Baton Rouge, LA (Metropolitan Statistical Area)","West Feliciana","LA"
"$ 107.34","Sherman-Denison, TX (Metropolitan Statistical Area)","Grayson","TX"
"$ 107.37","El Paso, TX (Metropolitan Statistical Area)","El Paso","TX"
"$ 107.37","El Paso, TX (Metropolitan Statistical Area)","Hudspeth","TX"
"$ 107.44","Bloomington, IL (Metropolitan Statistical Area)","McLean","IL"
"$ 107.46","Janesville-Beloit, WI (Metropolitan Statistical Area)","Rock","WI"
"$ 107.47","Lincoln, NE (Metropolitan Statistical Area)","Lancaster","NE"
"$ 107.47","Lincoln, NE (Metropolitan Statistical Area)","Seward","NE"
"$ 107.48","Sioux Falls, SD (Metropolitan Statistical Area)","Lincoln","SD"
"$ 107.48","Sioux Falls, SD (Metropolitan Statistical Area)","McCook","SD"
"$ 107.48","Sioux Falls, SD (Metropolitan Statistical Area)","Minnehaha","SD"
"$ 107.48","Sioux Falls, SD (Metropolitan Statistical Area)","Turner","SD"
"$ 107.50","NonMetropolitan Area","Caroline","MD"
"$ 107.50","NonMetropolitan Area","Dorchester","MD"
"$ 107.50","NonMetropolitan Area","Garrett","MD"
"$ 107.50","NonMetropolitan Area","Kent","MD"
"$ 107.50","NonMetropolitan Area","Talbot","MD"
"$ 107.62","Tucson, AZ (Metropolitan Statistical Area)","Pima","AZ"
"$ 107.64","Staunton, VA (Metropolitan Statistical Area)","Augusta","VA"
"$ 107.70","Cheyenne, WY (Metropolitan Statistical Area)","Laramie","WY"
"$ 107.73","Greensboro-High Point, NC (Metropolitan Statistical Area)","Guilford","NC"
"$ 107.73","Greensboro-High Point, NC (Metropolitan Statistical Area)","Randolph","NC"
"$ 107.73","Greensboro-High Point, NC (Metropolitan Statistical Area)","Rockingham","NC"
"$ 107.73","Iowa City, IA (Metropolitan Statistical Area)","Johnson","IA"
"$ 107.73","Iowa City, IA (Metropolitan Statistical Area)","Washington","IA"
"$ 107.79","Utica-Rome, NY (Metropolitan Statistical Area)","Herkimer","NY"
"$ 107.79","Utica-Rome, NY (Metropolitan Statistical Area)","Oneida","NY"
