"$100 Value","MSA","County","State"
"$ 100.83","Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)","Pinal","AZ"
"$ 100.84","Walla Walla, WA (Metropolitan Statistical Area)","Walla Walla","WA"
"$ 100.85","Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)","Albany","NY"
"$ 100.85","Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)","Rensselaer","NY"
"$ 100.85","Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)","Saratoga","NY"
"$ 100.85","Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)","Schenectady","NY"
"$ 100.85","Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)","Schoharie","NY"
"$ 100.86","Charleston-North Charleston, SC (Metropolitan Statistical Area)","Berkeley","SC"
"$ 100.86","Charleston-North Charleston, SC (Metropolitan Statistical Area)","Charleston","SC"
"$ 100.86","Charleston-North Charleston, SC (Metropolitan Statistical Area)","Dorchester","SC"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Barrow","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Bartow","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Butts","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Carroll","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Cherokee","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Clayton","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Cobb","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Coweta","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Dawson","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","DeKalb","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Douglas","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Fayette","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Forsyth","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Fulton","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Gwinnett","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Haralson","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Heard","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Henry","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Jasper","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Lamar","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Meriwether","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Morgan","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Newton","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Paulding","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Pickens","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Pike","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Rockdale","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Spalding","GA"
"$ 100.89","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)","Walton","GA"
"$ 100.93","Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)","Beaufort","SC"
"$ 100.93","Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)","Jasper","SC"
"$ 101.03","Visalia, CA (Metropolitan Statistical Area)","Tulare","CA"
"$ 101.04","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)","Hernando","FL"
"$ 101.04","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)","Hillsborough","FL"
"$ 101.04","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)","Pasco","FL"
"$ 101.04","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)","Pinellas","FL"
"$ 101.05","Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)","Brevard","FL"
"$ 101.05","NonMetropolitan Area","Litchfield","CT"
"$ 101.22","Longview, WA (Metropolitan Statistical Area)","Cowlitz","WA"
"$ 101.28","Jacksonville, FL (Metropolitan Statistical Area)","Baker","FL"
"$ 101.28","Jacksonville, FL (Metropolitan Statistical Area)","Clay","FL"
"$ 101.28","Jacksonville, FL (Metropolitan Statistical Area)","Duval","FL"
"$ 101.28","Jacksonville, FL (Metropolitan Statistical Area)","Nassau","FL"
"$ 101.28","Jacksonville, FL (Metropolitan Statistical Area)","St. Johns","FL"
"$ 101.31","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)","Spokane","WA"
"$ 101.31","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)","Stevens","WA"
"$ 101.34","NonMetropolitan Area","Belknap","NH"
"$ 101.34","NonMetropolitan Area","Carroll","NH"
"$ 101.34","NonMetropolitan Area","Cheshire","NH"
"$ 101.34","NonMetropolitan Area","Coos","NH"
"$ 101.34","NonMetropolitan Area","Grafton","NH"
"$ 101.34","NonMetropolitan Area","Merrimack","NH"
"$ 101.34","NonMetropolitan Area","Sullivan","NH"
"$ 101.38","Grants Pass, OR (Metropolitan Statistical Area)","Josephine","OR"
"$ 101.44","Hanford-Corcoran, CA (Metropolitan Statistical Area)","Kings","CA"
"$ 101.48","Port St. Lucie, FL (Metropolitan Statistical Area)","Martin","FL"
"$ 101.48","Port St. Lucie, FL (Metropolitan Statistical Area)","St. Lucie","FL"
"$ 101.72","Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)","Warren","NJ"
"$ 101.72","Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)","Carbon","PA"
"$ 101.72","Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)","Lehigh","PA"
"$ 101.72","Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)","Northampton","PA"
"$ 101.88","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)","Indian River","FL"
"$ 102.06","Fort Collins, CO (Metropolitan Statistical Area)","Larimer","CO"
"$ 102.13","Richmond, VA (Metropolitan Statistical Area)","Amelia","VA"
"$ 102.13","Richmond, VA (Metropolitan Statistical Area)","Charles City","VA"
"$ 102.13","Richmond, VA (Metropolitan Statistical Area)","Chesterfield","VA"
"$ 102.13","Richmond, VA (Metropolitan Statistical Area)","Dinwiddie","VA"
"$ 102.13","Richmond, VA (Metropolitan Statistical Area)","Goochland","VA"
"$ 102.13","Richmond, VA (Metropolitan Statistical Area)","Hanover","VA"
"$ 102.13","Richmond, VA (Metropolitan Statistical Area)","Henrico","VA"
"$ 102.13","Richmond, VA (Metropolitan Statistical Area)","King and Queen","VA"
"$ 102.13","Richmond, VA (Metropolitan Statistical Area)","King William","VA"
"$ 102.13","Richmond, VA (Metropolitan Statistical Area)","New Kent","VA"
"$ 102.13","Richmond, VA (Metropolitan Statistical Area)","Powhatan","VA"
"$ 102.13","Richmond, VA (Metropolitan Statistical Area)","Prince George + Hopewell","VA"
"$ 102.13","Richmond, VA (Metropolitan Statistical Area)","Sussex","VA"
"$ 102.13","Richmond, VA (Metropolitan Statistical Area)","Richmond (Independent City)","VA"
"$ 102.19","Midland, TX (Metropolitan Statistical Area)","Martin","TX"
"$ 102.19","Midland, TX (Metropolitan Statistical Area)","Midland","TX"
"$ 102.19","East Stroudsburg, PA (Metropolitan Statistical Area)","Monroe","PA"
"$ 102.21","Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)","Flagler","FL"
"$ 102.21","Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)","Volusia","FL"
"$ 102.26","Springfield, MA (Metropolitan Statistical Area)","Franklin","MA"
"$ 102.26","Springfield, MA (Metropolitan Statistical Area)","Hampden","MA"
"$ 102.26","Springfield, MA (Metropolitan Statistical Area)","Hampshire","MA"
"$ 102.26","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)","Camden","NC"
"$ 102.26","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)","Currituck","NC"
"$ 102.26","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)","Gates","NC"
"$ 102.26","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)","Gloucester","VA"
"$ 102.26","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)","Isle of Wight","VA"
"$ 102.26","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)","James City + Williamsburg","VA"
"$ 102.26","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)","Mathews","VA"
"$ 102.26","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)","Southampton + Franklin","VA"
"$ 102.26","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)","York + Poquoson","VA"
"$ 102.26","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)","Chesapeake (Independent City)","VA"
"$ 102.26","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)","Hampton (Independent City)","VA"
"$ 102.26","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)","Newport News (Independent City)","VA"
"$ 102.26","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)","Norfolk (Independent City)","VA"
"$ 102.26","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)","Portsmouth (Independent City)","VA"
"$ 102.26","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)","Suffolk (Independent City)","VA"
"$ 102.26","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)","Virginia Beach (Independent City)","VA"
"$ 102.33","Yakima, WA (Metropolitan Statistical Area)","Yakima","WA"
"$ 102.37","Rochester, NY (Metropolitan Statistical Area)","Livingston","NY"
"$ 102.37","Rochester, NY (Metropolitan Statistical Area)","Monroe","NY"
"$ 102.37","Rochester, NY (Metropolitan Statistical Area)","Ontario","NY"
"$ 102.37","Rochester, NY (Metropolitan Statistical Area)","Orleans","NY"
"$ 102.37","Rochester, NY (Metropolitan Statistical Area)","Wayne","NY"
"$ 102.37","Rochester, NY (Metropolitan Statistical Area)","Yates","NY"
"$ 102.48","Raleigh-Cary, NC (Metropolitan Statistical Area)","Franklin","NC"
"$ 102.48","Raleigh-Cary, NC (Metropolitan Statistical Area)","Johnston","NC"
"$ 102.48","Raleigh-Cary, NC (Metropolitan Statistical Area)","Wake","NC"
"$ 102.49","Wilmington, NC (Metropolitan Statistical Area)","New Hanover","NC"
"$ 102.49","Wilmington, NC (Metropolitan Statistical Area)","Pender","NC"
"$ 102.53","Harrisburg-Carlisle, PA (Metropolitan Statistical Area)","Cumberland","PA"
"$ 102.53","Harrisburg-Carlisle, PA (Metropolitan Statistical Area)","Dauphin","PA"
"$ 102.53","Harrisburg-Carlisle, PA (Metropolitan Statistical Area)","Perry","PA"
"$ 102.65","Reno, NV (Metropolitan Statistical Area)","Storey","NV"
"$ 102.65","Reno, NV (Metropolitan Statistical Area)","Washoe","NV"
"$ 102.72","NonMetropolitan Area","Baker","OR"
"$ 102.72","NonMetropolitan Area","Clatsop","OR"
"$ 102.72","NonMetropolitan Area","Coos","OR"
"$ 102.72","NonMetropolitan Area","Crook","OR"
"$ 102.72","NonMetropolitan Area","Curry","OR"
"$ 102.72","NonMetropolitan Area","Douglas","OR"
"$ 102.72","NonMetropolitan Area","Gilliam","OR"
"$ 102.72","NonMetropolitan Area","Grant","OR"
"$ 102.72","NonMetropolitan Area","Harney","OR"
"$ 102.72","NonMetropolitan Area","Hood","OR"
"$ 102.72","NonMetropolitan Area","Jefferson","OR"
"$ 102.72","NonMetropolitan Area","Klamath","OR"
"$ 102.72","NonMetropolitan Area","Lake","OR"
"$ 102.72","NonMetropolitan Area","Lincoln","OR"
"$ 102.72","NonMetropolitan Area","Malheur","OR"
"$ 102.72","NonMetropolitan Area","Morrow","OR"
"$ 102.72","NonMetropolitan Area","Sherman","OR"
"$ 102.72","NonMetropolitan Area","Tillamook","OR"
"$ 102.72","NonMetropolitan Area","Umatilla","OR"
"$ 102.72","NonMetropolitan Area","Union","OR"
"$ 102.72","NonMetropolitan Area","Wallowa","OR"
"$ 102.72","NonMetropolitan Area","Wasco","OR"
"$ 102.72","NonMetropolitan Area","Wheeler","OR"
"$ 102.82","Winchester, VA-WV (Metropolitan Statistical Area)","Frederick + Winchester","VA"
"$ 102.82","Winchester, VA-WV (Metropolitan Statistical Area)","Hampshire","WV"
"$ 102.91","Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)","Atlantic","NJ"
"$ 102.95","Lancaster, PA (Metropolitan Statistical Area)","Lancaster","PA"
"$ 103.02","NonMetropolitan Area","Adams","WA"
"$ 103.02","NonMetropolitan Area","Clallam","WA"
"$ 103.02","NonMetropolitan Area","Columbia","WA"
"$ 103.02","NonMetropolitan Area","Ferry","WA"
"$ 103.02","NonMetropolitan Area","Garfield","WA"
"$ 103.02","NonMetropolitan Area","Grant","WA"
"$ 103.02","NonMetropolitan Area","Grays","WA"
"$ 103.02","NonMetropolitan Area","Island","WA"
"$ 103.02","NonMetropolitan Area","Jefferson","WA"
"$ 103.02","NonMetropolitan Area","Kittitas","WA"
"$ 103.02","NonMetropolitan Area","Klickitat","WA"
"$ 103.02","NonMetropolitan Area","Lewis","WA"
"$ 103.02","NonMetropolitan Area","Lincoln","WA"
"$ 103.02","NonMetropolitan Area","Mason","WA"
"$ 103.02","NonMetropolitan Area","Okanogan","WA"
"$ 103.02","NonMetropolitan Area","Pacific","WA"
"$ 103.02","NonMetropolitan Area","Pend","WA"
"$ 103.02","NonMetropolitan Area","San","WA"
"$ 103.02","NonMetropolitan Area","Wahkiakum","WA"
"$ 103.02","NonMetropolitan Area","Whitman","WA"
"$ 103.20","NonMetropolitan Area","Dukes","MA"
"$ 103.20","NonMetropolitan Area","Nantucket","MA"
"$ 103.20","Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)","Okaloosa","FL"
"$ 103.20","Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)","Walton","FL"
"$ 103.25","York-Hanover, PA (Metropolitan Statistical Area)","York","PA"
"$ 103.26","Vineland-Bridgeton, NJ (Metropolitan Statistical Area)","Cumberland","NJ"
"$ 103.26","Colorado Springs, CO (Metropolitan Statistical Area)","El Paso","CO"
"$ 103.26","Colorado Springs, CO (Metropolitan Statistical Area)","Teller","CO"
"$ 103.28","Panama City, FL (Metropolitan Statistical Area)","Bay","FL"
"$ 103.38","Madison, WI (Metropolitan Statistical Area)","Columbia","WI"
"$ 103.38","Madison, WI (Metropolitan Statistical Area)","Dane","WI"
"$ 103.38","Madison, WI (Metropolitan Statistical Area)","Green","WI"
"$ 103.38","Madison, WI (Metropolitan Statistical Area)","Iowa","WI"
"$ 103.42","Bangor, ME (Metropolitan Statistical Area)","Penobscot","ME"
"$ 103.43","Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)","Ionia","MI"
"$ 103.43","Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)","Kent","MI"
"$ 103.43","Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)","Montcalm","MI"
"$ 103.43","Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)","Ottawa","MI"
"$ 103.52","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","Anson","NC"
"$ 103.52","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","Cabarrus","NC"
"$ 103.52","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","Gaston","NC"
"$ 103.52","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","Iredell","NC"
"$ 103.52","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","Lincoln","NC"
"$ 103.52","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","Mecklenburg","NC"
"$ 103.52","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","Rowan","NC"
"$ 103.52","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","Union","NC"
"$ 103.52","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","Chester","SC"
"$ 103.52","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","Lancaster","SC"
"$ 103.52","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","York","SC"
"$ 103.61","Odessa, TX (Metropolitan Statistical Area)","Ector","TX"
"$ 103.63","Syracuse, NY (Metropolitan Statistical Area)","Madison","NY"
"$ 103.63","Syracuse, NY (Metropolitan Statistical Area)","Onondaga","NY"
"$ 103.63","Syracuse, NY (Metropolitan Statistical Area)","Oswego","NY"
"$ 103.67","NonMetropolitan Area","Addison","VT"
"$ 103.67","NonMetropolitan Area","Bennington","VT"
"$ 103.67","NonMetropolitan Area","Caledonia","VT"
"$ 103.67","NonMetropolitan Area","Essex","VT"
"$ 103.67","NonMetropolitan Area","Lamoille","VT"
"$ 103.67","NonMetropolitan Area","Orange","VT"
"$ 103.67","NonMetropolitan Area","Orleans","VT"
"$ 103.67","NonMetropolitan Area","Rutland","VT"
"$ 103.67","NonMetropolitan Area","Washington","VT"
"$ 103.67","NonMetropolitan Area","Windham","VT"
"$ 103.67","NonMetropolitan Area","Windsor","VT"
"$ 103.68","California-Lexington Park, MD (Metropolitan Statistical Area)","St. Mary's","MD"
"$ 103.76","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)","Atascosa","TX"
"$ 103.76","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)","Bandera","TX"
"$ 103.76","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)","Bexar","TX"
"$ 103.76","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)","Comal","TX"
"$ 103.76","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)","Guadalupe","TX"
"$ 103.76","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)","Kendall","TX"
"$ 103.76","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)","Medina","TX"
"$ 103.76","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)","Wilson","TX"
"$ 103.83","Reading, PA (Metropolitan Statistical Area)","Berks","PA"
"$ 103.84","Punta Gorda, FL (Metropolitan Statistical Area)","Charlotte","FL"
"$ 103.90","St. Louis, MO-IL (Metropolitan Statistical Area)","Bond","IL"
"$ 103.90","St. Louis, MO-IL (Metropolitan Statistical Area)","Calhoun","IL"
"$ 103.90","St. Louis, MO-IL (Metropolitan Statistical Area)","Clinton","IL"
"$ 103.90","St. Louis, MO-IL (Metropolitan Statistical Area)","Jersey","IL"
"$ 103.90","St. Louis, MO-IL (Metropolitan Statistical Area)","Macoupin","IL"
"$ 103.90","St. Louis, MO-IL (Metropolitan Statistical Area)","Madison","IL"
"$ 103.90","St. Louis, MO-IL (Metropolitan Statistical Area)","Monroe","IL"
"$ 103.90","St. Louis, MO-IL (Metropolitan Statistical Area)","St. Clair","IL"
"$ 103.90","St. Louis, MO-IL (Metropolitan Statistical Area)","Franklin","MO"
"$ 103.90","St. Louis, MO-IL (Metropolitan Statistical Area)","Jefferson","MO"
"$ 103.90","St. Louis, MO-IL (Metropolitan Statistical Area)","Lincoln","MO"
"$ 103.90","St. Louis, MO-IL (Metropolitan Statistical Area)","St. Charles","MO"
"$ 103.90","St. Louis, MO-IL (Metropolitan Statistical Area)","St. Louis","MO"
"$ 103.90","St. Louis, MO-IL (Metropolitan Statistical Area)","Warren","MO"
"$ 103.90","St. Louis, MO-IL (Metropolitan Statistical Area)","St. Louis (Independent City)","MO"
"$ 103.92","Salt Lake City, UT (Metropolitan Statistical Area)","Salt Lake","UT"
"$ 103.92","Salt Lake City, UT (Metropolitan Statistical Area)","Tooele","UT"
"$ 103.98","Lakeland-Winter Haven, FL (Metropolitan Statistical Area)","Polk","FL"
"$ 104.05","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)","Lapeer","MI"
"$ 104.05","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)","Livingston","MI"
"$ 104.05","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)","Macomb","MI"
